le O -
prestazioni O -
funzionali O -
e O -
la O -
qualità O -
della O -
vita O -
a O -
2 O -
anni O -
in O -
pazienti O -
con O -
carcinoma O -
a O -
cellule O -
squamose O -
operabile O -
dell' O -
esofago, O -
che O -
hanno O -
ricevuto O -
un O -
intervento O -
chirurgico O -
o O -
una O -
chemioradioterapia O -
definitiva O -
(CRT). O -

Gli O -
esiti O -
funzionali O -
e O -
la O -
qualità O -
della O -
vita O -
nei O -
pazienti O -
sottoposti O -
a O -
esofagectomia O -
o O -
a O -
CRT O -
definitiva O -
sono O -
incerti. O -

I O -
dati O -
sono O -
stati O -
estratti O -
dal O -
database O -
di O -
uno O -
studio O -
randomizzato O -
prospettico O -
controllato O -
che O -
includeva O -
pazienti O -
con O -
tumori O -
resecabili O -
dell' O -
esofago O -
toracico O -
medio O -
o O -
inferiore. O -

I O -
pazienti O -
sono O -
stati O -
randomizzati O -
all' O -
esofagectomia O -
standard O -
o O -
alla O -
CRT O -
definitiva. O -

Le O -
valutazioni O -
della O -
qualità O -
della O -
vita O -
sono O -
state O -
effettuate O -
utilizzando O -
i O -
moduli O -
EORTC O -
QLQ-C30 O -
e O -
QLQ-OES24. O -

Altre O -
valutazioni O -
funzionali O -
includevano O -
funzioni O -
polmonari O -
e O -
alimentari. O -

Da O -
luglio O -
2000 O -
a O -
dicembre O -
2004, O -
sono O -
stati O -
arruolati O -
nello O -
studio O -
un O -
totale O -
di O -
81 O -
pazienti. O -

Non B-Premise HighQuality
sono I-Premise HighQuality
stati I-Premise HighQuality
rilevati I-Premise HighQuality
cambiamenti I-Premise HighQuality
longitudinali I-Premise HighQuality
significativi I-Premise HighQuality
nello I-Premise HighQuality
stato I-Premise HighQuality
di I-Premise HighQuality
salute I-Premise HighQuality
globale I-Premise HighQuality
in I-Premise HighQuality
entrambi I-Premise HighQuality
i I-Premise HighQuality
gruppi I-Premise HighQuality
in I-Premise HighQuality
base I-Premise HighQuality
al I-Premise HighQuality
follow-up I-Premise HighQuality
disponibile. I-Premise HighQuality

L' B-Premise HighQuality
intervento I-Premise HighQuality
chirurgico I-Premise HighQuality
è I-Premise HighQuality
stato I-Premise HighQuality
associato I-Premise HighQuality
ad I-Premise HighQuality
un I-Premise HighQuality
peggioramento I-Premise HighQuality
del I-Premise HighQuality
funzionamento I-Premise HighQuality
fisico I-Premise HighQuality
e I-Premise HighQuality
dei I-Premise HighQuality
sintomi I-Premise HighQuality
di I-Premise HighQuality
affaticamento I-Premise HighQuality
fino I-Premise HighQuality
a I-Premise HighQuality
6 I-Premise HighQuality
mesi I-Premise HighQuality
dopo I-Premise HighQuality
il I-Premise HighQuality
trattamento I-Premise HighQuality
(P I-Premise HighQuality
< I-Premise HighQuality
0,001 I-Premise HighQuality
e I-Premise HighQuality
P I-Premise HighQuality
= I-Premise HighQuality
0,021, I-Premise HighQuality
rispettivamente) I-Premise HighQuality
e I-Premise HighQuality
queste I-Premise HighQuality
scale I-Premise HighQuality
sono I-Premise HighQuality
migliorate I-Premise HighQuality
a I-Premise HighQuality
2 I-Premise HighQuality
anni. I-Premise HighQuality

In B-Premise HighQuality
termini I-Premise HighQuality
di I-Premise HighQuality
funzione I-Premise HighQuality
polmonare, I-Premise HighQuality
i I-Premise HighQuality
sintomi I-Premise HighQuality
dispnoici I-Premise HighQuality
e I-Premise HighQuality
tossici I-Premise HighQuality
sono I-Premise HighQuality
significativamente I-Premise HighQuality
peggiorati I-Premise HighQuality
3 I-Premise HighQuality
mesi I-Premise HighQuality
dopo I-Premise HighQuality
l' I-Premise HighQuality
intervento I-Premise HighQuality
chirurgico I-Premise HighQuality
(P I-Premise HighQuality
= I-Premise HighQuality
0,024 I-Premise HighQuality
e I-Premise HighQuality
P I-Premise HighQuality
= I-Premise HighQuality
0,036, I-Premise HighQuality
rispettivamente), I-Premise HighQuality
mentre I-Premise HighQuality
i I-Premise HighQuality
sintomi I-Premise HighQuality
nel I-Premise HighQuality
gruppo I-Premise HighQuality
CRT I-Premise HighQuality
si I-Premise HighQuality
sono I-Premise HighQuality
progressivamente I-Premise HighQuality
deteriorati I-Premise HighQuality
nel I-Premise HighQuality
tempo. I-Premise HighQuality

Per B-Premise HighQuality
quanto I-Premise HighQuality
riguarda I-Premise HighQuality
la I-Premise HighQuality
funzione I-Premise HighQuality
alimentare, I-Premise HighQuality
entrambi I-Premise HighQuality
i I-Premise HighQuality
gruppi I-Premise HighQuality
hanno I-Premise HighQuality
avuto I-Premise HighQuality
miglioramenti I-Premise HighQuality
nella I-Premise HighQuality
disfagia, I-Premise HighQuality
ma I-Premise HighQuality
c' I-Premise HighQuality
è I-Premise HighQuality
stata I-Premise HighQuality
una I-Premise HighQuality
frequente I-Premise HighQuality
necessità I-Premise HighQuality
di I-Premise HighQuality
un I-Premise HighQuality
intervento I-Premise HighQuality
endoscopico. I-Premise HighQuality

Né B-Premise HighQuality
l' I-Premise HighQuality
intervento I-Premise HighQuality
chirurgico I-Premise HighQuality
né I-Premise HighQuality
la I-Premise HighQuality
TCR I-Premise HighQuality
definitiva I-Premise HighQuality
hanno I-Premise HighQuality
compromesso I-Premise HighQuality
in I-Premise HighQuality
modo I-Premise HighQuality
significativo I-Premise HighQuality
lo I-Premise HighQuality
stato I-Premise HighQuality
di I-Premise HighQuality
salute I-Premise HighQuality
globale I-Premise HighQuality
dei I-Premise HighQuality
pazienti. I-Premise HighQuality

La O -
chirurgia O -
è O -
stata O -
associata O -
ad O -
un O -
impatto O -
negativo O -
a O -
breve O -
termine O -
in O -
alcuni O -
aspetti O -
della O -
valutazione O -
della O -
qualità O -
della O -
vita O -
legata O -
alla O -
salute, O -
ma O -
questi O -
cambiamenti O -
sono O -
diventati O -
insignificanti O -
2 O -
anni O -
dopo O -
il O -
trattamento. O -

Tuttavia, O -
la O -
CRT O -
è O -
stata O -
associata O -
a O -
progressivi O -
deterioramenti O -
della O -
funzione O -
polmonare O -
a O -
lungo O -
termine. O -

Per O -
osservare O -
l' O -
effetto O -
della O -
terapia O -
TCM O -
per O -
rimuovere O -
sostanze O -
tossiche O -
e O -
sbloccare O -
i O -
meridiani O -
sulla O -
qualità O -
della O -
vita O -
post-radiazione O -
(QOF) O -
in O -
55 O -
pazienti O -
con O -
cancro O -
al O -
polmone. O -

Tutti O -
i O -
pazienti O -
sono O -
stati O -
assegnati O -
in O -
modo O -
casuale O -
a O -
due O -
gruppi, O -
i O -
55 O -
pazienti O -
nel O -
gruppo O -
trattato O -
sono O -
stati O -
trattati O -
con O -
radioterapia O -
combinata O -
con O -
la O -
terapia O -
TCM, O -
e O -
i O -
53 O -
nel O -
gruppo O -
di O -
controllo O -
hanno O -
ricevuto O -
radioterapia O -
da O -
sola. O -

L' O -
efficacia O -
clinica O -
è O -
stata O -
valutata O -
da O -
indici O -
tra O -
cui O -
i O -
punteggi O -
KPS, O -
il O -
questionario O -
QLQ-C30, O -
la O -
scala O -
specifica O -
LC13 O -
per O -
il O -
cancro O -
ai O -
polmoni, O -
i O -
criteri O -
di O -
valutazione O -
per O -
l' O -
efficacia O -
TCM, O -
la O -
distanza O -
a O -
piedi O -
di O -
6 O -
minuti O -
e O -
il O -
peso O -
corporeo, O -
ecc. O -

Il B-Premise HighQuality
punteggio I-Premise HighQuality
KPS I-Premise HighQuality
nel I-Premise HighQuality
gruppo I-Premise HighQuality
trattato I-Premise HighQuality
dopo I-Premise HighQuality
il I-Premise HighQuality
trattamento I-Premise HighQuality
è I-Premise HighQuality
migliorato I-Premise HighQuality
in I-Premise HighQuality
13 I-Premise HighQuality
pazienti I-Premise HighQuality
(23,6%), I-Premise HighQuality
stabilizzato I-Premise HighQuality
in I-Premise HighQuality
27 I-Premise HighQuality
(49,6%) I-Premise HighQuality
e I-Premise HighQuality
diminuito I-Premise HighQuality
in I-Premise HighQuality
15 I-Premise HighQuality
(27,3%), I-Premise HighQuality
mentre I-Premise HighQuality
nel I-Premise HighQuality
gruppo I-Premise HighQuality
di I-Premise HighQuality
controllo I-Premise HighQuality
è I-Premise HighQuality
migliorato I-Premise HighQuality
in I-Premise HighQuality
7 I-Premise HighQuality
(13,2%), I-Premise HighQuality
stabilizzato I-Premise HighQuality
in I-Premise HighQuality
21 I-Premise HighQuality
(39,6%) I-Premise HighQuality
e I-Premise HighQuality
diminuito I-Premise HighQuality
in I-Premise HighQuality
25 I-Premise HighQuality
(47,2%), I-Premise HighQuality
la I-Premise HighQuality
differenza I-Premise HighQuality
tra I-Premise HighQuality
i I-Premise HighQuality
due I-Premise HighQuality
gruppi I-Premise HighQuality
è I-Premise HighQuality
stata I-Premise HighQuality
significativa I-Premise HighQuality
(P I-Premise HighQuality
< I-Premise HighQuality
0,05). I-Premise HighQuality

I B-Premise HighQuality
risultati I-Premise HighQuality
della I-Premise HighQuality
valutazione I-Premise HighQuality
con I-Premise HighQuality
il I-Premise HighQuality
questionario I-Premise HighQuality
QLQ-C30 I-Premise HighQuality
e I-Premise HighQuality
la I-Premise HighQuality
scala I-Premise HighQuality
LC30 I-Premise HighQuality
nel I-Premise HighQuality
gruppo I-Premise HighQuality
trattato I-Premise HighQuality
erano I-Premise HighQuality
anche I-Premise HighQuality
superiori I-Premise HighQuality
a I-Premise HighQuality
quelli I-Premise HighQuality
del I-Premise HighQuality
gruppo I-Premise HighQuality
di I-Premise HighQuality
controllo I-Premise HighQuality
(P I-Premise HighQuality
< I-Premise HighQuality
0,05), I-Premise HighQuality
rispettivamente. I-Premise HighQuality

I B-Premise HighQuality
punteggi I-Premise HighQuality
di I-Premise HighQuality
efficacia I-Premise HighQuality
TCM I-Premise HighQuality
(24,52 I-Premise HighQuality
+/- I-Premise HighQuality
8,98 I-Premise HighQuality
vs I-Premise HighQuality
29,76 I-Premise HighQuality
+/- I-Premise HighQuality
7,09, I-Premise HighQuality
P I-Premise HighQuality
< I-Premise HighQuality
0,05), I-Premise HighQuality
e I-Premise HighQuality
la I-Premise HighQuality
distanza I-Premise HighQuality
percorsa I-Premise HighQuality
a I-Premise HighQuality
piedi I-Premise HighQuality
in I-Premise HighQuality
6 I-Premise HighQuality
minuti I-Premise HighQuality
(233,4 I-Premise HighQuality
+/- I-Premise HighQuality
29,2 I-Premise HighQuality
m I-Premise HighQuality
vs I-Premise HighQuality
205,8 I-Premise HighQuality
+/- I-Premise HighQuality
31,9 I-Premise HighQuality
m, I-Premise HighQuality
P I-Premise HighQuality
< I-Premise HighQuality
0,05), I-Premise HighQuality
erano I-Premise HighQuality
migliori I-Premise HighQuality
nel I-Premise HighQuality
gruppo I-Premise HighQuality
trattato. I-Premise HighQuality

Dopo B-Premise HighQuality
il I-Premise HighQuality
trattamento I-Premise HighQuality
nel I-Premise HighQuality
gruppo I-Premise HighQuality
trattato, I-Premise HighQuality
il I-Premise HighQuality
peso I-Premise HighQuality
corporeo I-Premise HighQuality
è I-Premise HighQuality
aumentato I-Premise HighQuality
in I-Premise HighQuality
11 I-Premise HighQuality
pazienti I-Premise HighQuality
(20,0%), I-Premise HighQuality
stabilizzato I-Premise HighQuality
in I-Premise HighQuality
28 I-Premise HighQuality
(50,9%) I-Premise HighQuality
e I-Premise HighQuality
diminuito I-Premise HighQuality
in I-Premise HighQuality
16 I-Premise HighQuality
(29,1%), I-Premise HighQuality
mentre I-Premise HighQuality
nel I-Premise HighQuality
gruppo I-Premise HighQuality
di I-Premise HighQuality
controllo I-Premise HighQuality
è I-Premise HighQuality
aumentato I-Premise HighQuality
in I-Premise HighQuality
5 I-Premise HighQuality
(9,4%), I-Premise HighQuality
stabilizzato I-Premise HighQuality
in I-Premise HighQuality
26 I-Premise HighQuality
(49,1%) I-Premise HighQuality
e I-Premise HighQuality
diminuito I-Premise HighQuality
in I-Premise HighQuality
22 I-Premise HighQuality
(41,5%). I-Premise HighQuality

La B-Claim HighQuality
terapia I-Claim HighQuality
TCM I-Claim HighQuality
per I-Claim HighQuality
rimuovere I-Claim HighQuality
le I-Claim HighQuality
sostanze I-Claim HighQuality
tossiche I-Claim HighQuality
e I-Claim HighQuality
sbloccare I-Claim HighQuality
i I-Claim HighQuality
meridiani I-Claim HighQuality
può I-Claim HighQuality
migliorare I-Claim HighQuality
la I-Claim HighQuality
qualità I-Claim HighQuality
della I-Claim HighQuality
vita I-Claim HighQuality
post-radiazione I-Claim HighQuality
dei I-Claim HighQuality
pazienti I-Claim HighQuality
con I-Claim HighQuality
cancro I-Claim HighQuality
ai I-Claim HighQuality
polmoni I-Claim HighQuality
in I-Claim HighQuality
una I-Claim HighQuality
certa I-Claim HighQuality
misura. I-Claim HighQuality

Lo O -
studio O -
AVEREL O -
[A O -
Study O -
of O -
Avastin O -
(Bevacizumab) O -
in O -
Combination O -
With O -
Herceptin O -
(Trastuzumab) O -
/Docetaxel O -
in O -
Patients O -
With O -
HER2- O -
Positive O -
Metastatic O -
Breast O -
Cancer] O -
ha O -
valutato O -
la O -
terapia O -
di O -
prima O -
linea O -
contenente O -
bevacizumab O -
per O -
il O -
tumore O -
al O -
seno O -
localmente O -
ricorrente/ O -
metastatico O -
(LR/ O -
MBC) O -
positivo O -
al O -
recettore O -
2 O -
del O -
fattore O -
di O -
crescita O -
epidermico O -
umano O -
(HER2). O -

I O -
pazienti O -
con O -
LR/ O -
MBC O -
misurabili/ O -
valutabili O -
HER2-positivi O -
che O -
non O -
avevano O -
ricevuto O -
trastuzumab O -
o O -
chemioterapia O -
per O -
LR/ O -
MBC O -
sono O -
stati O -
stratificati O -
per O -
trastuzumab O -
adiuvante O -
precedente, O -
taxano O -
adiuvante O -
precedente O -
(neo), O -
stato O -
dei O -
recettori O -
ormonali O -
e O -
malattia O -
misurabile O -
e O -
sono O -
stati O -
assegnati O -
in O -
modo O -
casuale O -
a O -
ricevere O -
docetaxel O -
100 O -
mg/ O -
m O -
(2) O -
più O -
trastuzumab O -
8 O -
mg/ O -
kg O -
dose O -
di O -
carico O -
seguita O -
da O -
6 O -
mg/ O -
kg O -
con O -
o O -
senza O -
bevacizumab O -
15 O -
mg/ O -
kg, O -

