medias	I-Premise	HighQuality
de	I-Premise	HighQuality
ansiedad:	I-Premise	HighQuality
intervención	I-Premise	HighQuality
11,1	I-Premise	HighQuality
a	I-Premise	HighQuality
8,2,	I-Premise	HighQuality
control	I-Premise	HighQuality
9,6	I-Premise	HighQuality
a	I-Premise	HighQuality
9,3	I-Premise	HighQuality
[	I-Premise	HighQuality
F	I-Premise	HighQuality
(	I-Premise	HighQuality
(	I-Premise	HighQuality
1,84	I-Premise	HighQuality
)	I-Premise	HighQuality
)	I-Premise	HighQuality
=	I-Premise	HighQuality
17,8,	I-Premise	HighQuality
P	I-Premise	HighQuality
<	I-Premise	HighQuality
0,05	I-Premise	HighQuality
].	I-Premise	HighQuality

La	B-Premise	HighQuality
calidad	I-Premise	HighQuality
de	I-Premise	HighQuality
vida	I-Premise	HighQuality
psicológica	I-Premise	HighQuality
también	I-Premise	HighQuality
mejoró	I-Premise	HighQuality
más	I-Premise	HighQuality
en	I-Premise	HighQuality
el	I-Premise	HighQuality
grupo	I-Premise	HighQuality
de	I-Premise	HighQuality
intervención,	I-Premise	HighQuality
de	I-Premise	HighQuality
49,6	I-Premise	HighQuality
a	I-Premise	HighQuality
61,2	I-Premise	HighQuality
vs.	I-Premise	HighQuality
50,1	I-Premise	HighQuality
a	I-Premise	HighQuality
51,5	I-Premise	HighQuality
en	I-Premise	HighQuality
el	I-Premise	HighQuality
grupo	I-Premise	HighQuality
de	I-Premise	HighQuality
control	I-Premise	HighQuality
[	I-Premise	HighQuality
F	I-Premise	HighQuality
(	I-Premise	HighQuality
(	I-Premise	HighQuality
1,84	I-Premise	HighQuality
)	I-Premise	HighQuality
)	I-Premise	HighQuality
=	I-Premise	HighQuality
10,9,	I-Premise	HighQuality
P	I-Premise	HighQuality
<	I-Premise	HighQuality
0,05	I-Premise	HighQuality
].	I-Premise	HighQuality

El	B-Claim	HighQuality
tratamiento	I-Claim	HighQuality
con	I-Claim	HighQuality
láser	I-Claim	HighQuality
parecía	I-Claim	HighQuality
reducir	I-Claim	HighQuality
la	I-Claim	HighQuality
gravedad	I-Claim	HighQuality
del	I-Claim	HighQuality
vello	I-Claim	HighQuality
facial	I-Claim	HighQuality
y	I-Claim	HighQuality
el	I-Claim	HighQuality
tiempo	I-Claim	HighQuality
dedicado	I-Claim	HighQuality
a	I-Claim	HighQuality
la	I-Claim	HighQuality
depilación,	I-Claim	HighQuality
así	I-Claim	HighQuality
como	I-Claim	HighQuality
aliviar	I-Claim	HighQuality
la	I-Claim	HighQuality
depresión	I-Claim	HighQuality
y	I-Claim	HighQuality
la	I-Claim	HighQuality
ansiedad	I-Claim	HighQuality
en	I-Claim	HighQuality
las	I-Claim	HighQuality
mujeres	I-Claim	HighQuality
con	I-Claim	HighQuality
SOP.	I-Claim	HighQuality

Estos	B-Claim	HighQuality
hallazgos	I-Claim	HighQuality
sugieren	I-Claim	HighQuality
que	I-Claim	HighQuality
las	I-Claim	HighQuality
maneras	I-Claim	HighQuality
de	I-Claim	HighQuality
hacer	I-Claim	HighQuality
este	I-Claim	HighQuality
método	I-Claim	HighQuality
de	I-Claim	HighQuality
depilación	I-Claim	HighQuality
más	I-Claim	HighQuality
ampliamente	I-Claim	HighQuality
disponible	I-Claim	HighQuality
para	I-Claim	HighQuality
las	I-Claim	HighQuality
mujeres	I-Claim	HighQuality
con	I-Claim	HighQuality
hirsutismo	I-Claim	HighQuality
facial	I-Claim	HighQuality
deben	I-Claim	HighQuality
ser	I-Claim	HighQuality
consideradas.	I-Claim	HighQuality

A	B-Claim	HighQuality
pesar	I-Claim	HighQuality
de	I-Claim	HighQuality
una	I-Claim	HighQuality
mejora	I-Claim	HighQuality
considerable	I-Claim	HighQuality
en	I-Claim	HighQuality
el	I-Claim	HighQuality
tratamiento	I-Claim	HighQuality
del	I-Claim	HighQuality
cáncer	I-Claim	HighQuality
de	I-Claim	HighQuality
ovario	I-Claim	HighQuality
avanzado,	I-Claim	HighQuality
la	I-Claim	HighQuality
optimización	I-Claim	HighQuality
de	I-Claim	HighQuality
la	I-Claim	HighQuality
eficacia	I-Claim	HighQuality
y	I-Claim	HighQuality
la	I-Claim	HighQuality
tolerabilidad	I-Claim	HighQuality
sigue	I-Claim	HighQuality
siendo	I-Claim	HighQuality
un	I-Claim	HighQuality
tema	I-Claim	HighQuality
importante.	I-Claim	HighQuality

Por	O	-
lo	O	-
tanto,	O	-
se	O	-
realizó	O	-
un	O	-
ensayo	O	-
aleatorizado,	O	-
fase	O	-
III	O	-
de	O	-
no	O	-
inferioridad	O	-
en	O	-
el	O	-
que	O	-
se	O	-
comparó	O	-
paclitaxel	O	-
más	O	-
cisplatino	O	-
(	O	-
PT	O	-
)	O	-
con	O	-
paclitaxel	O	-
más	O	-
carboplatino	O	-
(	O	-
TC	O	-
)	O	-
en	O	-
pacientes	O	-
con	O	-
cáncer	O	-
de	O	-
ovario	O	-
avanzado.	O	-

Un	O	-
total	O	-
de	O	-
798	O	-
pacientes	O	-
con	O	-
la	O	-
Federación	O	-
Internacional	O	-
de	O	-
Ginecología	O	-
y	O	-
Obstetricia	O	-
en	O	-
estadio	O	-
IIB-IV	O	-
fueron	O	-
asignados	O	-
aleatoriamente	O	-
para	O	-
recibir	O	-
seis	O	-
ciclos	O	-
de	O	-
PT	O	-
o	O	-
TC	O	-
a	O	-
intervalos	O	-
de	O	-
3	O	-
semanas.	O	-

La	O	-
variable	O	-
principal	O	-
de	O	-
valoración	O	-
fue	O	-
la	O	-
proporción	O	-
de	O	-
pacientes	O	-
sin	O	-
progresión	O	-
a	O	-
los	O	-
2	O	-
años.	O	-

Las	O	-
variables	O	-
secundarias	O	-
incluyeron	O	-
toxicidad,	O	-
respuesta	O	-
al	O	-
tratamiento,	O	-
calidad	O	-
de	O	-
vida	O	-
y	O	-
tiempo	O	-
de	O	-
supervivencia	O	-
global	O	-
y	O	-
libre	O	-
de	O	-
progresión.	O	-

La	O	-
calidad	O	-
de	O	-
vida	O	-
se	O	-
evaluó	O	-
utilizando	O	-
el	O	-
cuestionario	O	-
de	O	-
calidad	O	-
de	O	-
vida	O	-
de	O	-
la	O	-
Organización	O	-
Europea	O	-
para	O	-
la	O	-
Investigación	O	-
y	O	-
el	O	-
Tratamiento	O	-
del	O	-
Cáncer	O	-
(	O	-
QLQ	O	-
)	O	-
-C30,	O	-
versión	O	-
2.0.	O	-

Las	O	-
curvas	O	-
de	O	-
supervivencia	O	-
se	O	-
calcularon	O	-
utilizando	O	-
el	O	-
método	O	-
Kaplan-Meier,	O	-
y	O	-
las	O	-
razones	O	-
de	O	-
riesgo	O	-
se	O	-
estimaron	O	-
utilizando	O	-
el	O	-
modelo	O	-
de	O	-
riesgos	O	-
proporcionales	O	-
de	O	-
Cox.	O	-

La	B-Premise	HighQuality
proporción	I-Premise	HighQuality
de	I-Premise	HighQuality
pacientes	I-Premise	HighQuality
sin	I-Premise	HighQuality
progresión	I-Premise	HighQuality
a	I-Premise	HighQuality
los	I-Premise	HighQuality
2	I-Premise	HighQuality
años	I-Premise	HighQuality
no	I-Premise	HighQuality
fue	I-Premise	HighQuality
estadísticamente	I-Premise	HighQuality
significativamente	I-Premise	HighQuality
diferente	I-Premise	HighQuality
entre	I-Premise	HighQuality
los	I-Premise	HighQuality
dos	I-Premise	HighQuality
grupos	I-Premise	HighQuality
de	I-Premise	HighQuality
tratamiento	I-Premise	HighQuality
(	I-Premise	HighQuality
40,0	I-Premise	HighQuality
%	I-Premise	HighQuality
para	I-Premise	HighQuality
PT	I-Premise	HighQuality
frente	I-Premise	HighQuality
a	I-Premise	HighQuality
37,5	I-Premise	HighQuality
%	I-Premise	HighQuality
para	I-Premise	HighQuality
TC,	I-Premise	HighQuality
diferencia	I-Premise	HighQuality
=	I-Premise	HighQuality
2,5	I-Premise	HighQuality
%,	I-Premise	HighQuality
intervalo	I-Premise	HighQuality
de	I-Premise	HighQuality
confianza	I-Premise	HighQuality
de	I-Premise	HighQuality
un	I-Premise	HighQuality
solo	I-Premise	HighQuality
lado	I-Premise	HighQuality
95	I-Premise	HighQuality
%	I-Premise	HighQuality
[	I-Premise	HighQuality
IC	I-Premise	HighQuality
]	I-Premise	HighQuality
=	I-Premise	HighQuality
-	I-Premise	HighQuality
infinito	I-Premise	HighQuality
a	I-Premise	HighQuality
8,2	I-Premise	HighQuality
%	I-Premise	HighQuality
).	I-Premise	HighQuality

La	B-Premise	LowQuality
mediana	I-Premise	LowQuality
del	I-Premise	LowQuality
tiempo	I-Premise	LowQuality
de	I-Premise	LowQuality
supervivencia	I-Premise	LowQuality
libre	I-Premise	LowQuality
de	I-Premise	LowQuality
progresión	I-Premise	LowQuality
en	I-Premise	LowQuality
el	I-Premise	LowQuality
brazo	I-Premise	LowQuality
TC	I-Premise	LowQuality
(	I-Premise	LowQuality
17,2	I-Premise	LowQuality
meses,	I-Premise	LowQuality
IC	I-Premise	LowQuality
95	I-Premise	LowQuality
%	I-Premise	LowQuality
=	I-Premise	LowQuality
15,2	I-Premise	LowQuality
a	I-Premise	LowQuality
19,3	I-Premise	LowQuality
meses	I-Premise	LowQuality
)	I-Premise	LowQuality
y	I-Premise	LowQuality
en	I-Premise	LowQuality
el	I-Premise	LowQuality
brazo	I-Premise	LowQuality
PT	I-Premise	LowQuality
(	I-Premise	LowQuality
19,1	I-Premise	LowQuality
meses,	I-Premise	LowQuality
IC	I-Premise	LowQuality
95	I-Premise	LowQuality
%	I-Premise	LowQuality
=	I-Premise	LowQuality
16,7	I-Premise	LowQuality
a	I-Premise	LowQuality
21,5	I-Premise	LowQuality
meses	I-Premise	LowQuality
)	I-Premise	LowQuality
tampoco	I-Premise	LowQuality
fueron	I-Premise	LowQuality
estadísticamente	I-Premise	LowQuality
diferentes	I-Premise	LowQuality
;	I-Premise	LowQuality
lo	B-Premise	LowQuality
mismo	I-Premise	LowQuality
ocurrió	I-Premise	LowQuality
con	I-Premise	LowQuality
la	I-Premise	LowQuality
mediana	I-Premise	LowQuality
del	I-Premise	LowQuality
tiempo	I-Premise	LowQuality
de	I-Premise	LowQuality
supervivencia	I-Premise	LowQuality
global	I-Premise	LowQuality
(	I-Premise	LowQuality
43,3	I-Premise	LowQuality
meses,	I-Premise	LowQuality
IC	I-Premise	LowQuality
95	I-Premise	LowQuality
%	I-Premise	LowQuality
=	I-Premise	LowQuality
37,2	I-Premise	LowQuality
a	I-Premise	LowQuality
47,8	I-Premise	LowQuality
meses	I-Premise	LowQuality
versus	I-Premise	LowQuality
44,1	I-Premise	LowQuality
meses,	I-Premise	LowQuality
IC	I-Premise	LowQuality
95	I-Premise	LowQuality
%	I-Premise	LowQuality
=	I-Premise	LowQuality
40,2	I-Premise	LowQuality
a	I-Premise	LowQuality
49,4	I-Premise	LowQuality
meses,	I-Premise	LowQuality
para	I-Premise	LowQuality
los	I-Premise	LowQuality
brazos	I-Premise	LowQuality
TC	I-Premise	LowQuality
y	I-Premise	LowQuality
PT,	I-Premise	LowQuality
respectivamente	I-Premise	LowQuality
).	I-Premise	LowQuality

El	B-Premise	HighQuality
régimen	I-Premise	HighQuality
TC	I-Premise	HighQuality
se	I-Premise	HighQuality
asoció	I-Premise	HighQuality
con	I-Premise	HighQuality
una	I-Premise	HighQuality
mayor	I-Premise	HighQuality
frecuencia	I-Premise	HighQuality
de	I-Premise	HighQuality
toxicidad	I-Premise	HighQuality
hematológica,	I-Premise	HighQuality
pero	B-Premise	HighQuality
con	I-Premise	HighQuality
una	I-Premise	HighQuality
menor	I-Premise	HighQuality
frecuencia	I-Premise	HighQuality
de	I-Premise	HighQuality
toxicidad	I-Premise	HighQuality
gastrointestinal	I-Premise	HighQuality
y	I-Premise	HighQuality
neurológica,	I-Premise	HighQuality
que	I-Premise	HighQuality
el	I-Premise	HighQuality
régimen	I-Premise	HighQuality
PT.	I-Premise	HighQuality

La	B-Premise	HighQuality
puntuación	I-Premise	HighQuality
media	I-Premise	HighQuality
global	I-Premise	HighQuality
de	I-Premise	HighQuality
calidad	I-Premise	HighQuality
de	I-Premise	HighQuality
vida	I-Premise	HighQuality
al	I-Premise	HighQuality
final	I-Premise	HighQuality
del	I-Premise	HighQuality
tratamiento	I-Premise	HighQuality
fue	I-Premise	HighQuality
estadísticamente	I-Premise	HighQuality
significativamente	I-Premise	HighQuality
mejor	I-Premise	HighQuality
en	I-Premise	HighQuality
el	I-Premise	HighQuality
brazo	I-Premise	HighQuality
TC	I-Premise	HighQuality
que	I-Premise	HighQuality
en	I-Premise	HighQuality
el	I-Premise	HighQuality
brazo	I-Premise	HighQuality
PT	I-Premise	HighQuality
(	I-Premise	HighQuality
65,25	I-Premise	HighQuality
versus	I-Premise	HighQuality
51,97,	I-Premise	HighQuality
respectivamente	I-Premise	HighQuality
;	I-Premise	HighQuality
diferencia	I-Premise	HighQuality
=	I-Premise	HighQuality
-13,28,	I-Premise	HighQuality
IC	I-Premise	HighQuality
95	I-Premise	HighQuality
%	I-Premise	HighQuality
=	I-Premise	HighQuality
-18,88	I-Premise	HighQuality
a	I-Premise	HighQuality
-7,68	I-Premise	HighQuality
).	I-Premise	HighQuality

El	B-Claim	HighQuality
régimen	I-Claim	HighQuality
de	I-Claim	HighQuality
TC	I-Claim	HighQuality
alcanzó	I-Claim	HighQuality
una	I-Claim	HighQuality
eficacia	I-Claim	HighQuality
comparable	I-Claim	HighQuality
al	I-Claim	HighQuality
régimen	I-Claim	HighQuality
de	I-Claim	HighQuality
PT,	I-Claim	HighQuality
pero	I-Claim	HighQuality
se	I-Claim	HighQuality
asoció	I-Claim	HighQuality
con	I-Claim	HighQuality
una	I-Claim	HighQuality
mejor	I-Claim	HighQuality
tolerabilidad	I-Claim	HighQuality
y	I-Claim	HighQuality
calidad	I-Claim	HighQuality
de	I-Claim	HighQuality
vida,	I-Claim	HighQuality
y	I-Claim	HighQuality
por	I-Claim	HighQuality
lo	I-Claim	HighQuality
tanto,	I-Claim	HighQuality
debe	I-Claim	HighQuality
considerarse	I-Claim	HighQuality
como	I-Claim	HighQuality
una	I-Claim	HighQuality
alternativa	I-Claim	HighQuality
importante	I-Claim	HighQuality
para	I-Claim	HighQuality
la	I-Claim	HighQuality
quimioterapia	I-Claim	HighQuality
estándar	I-Claim	HighQuality
de	I-Claim	HighQuality
primera	I-Claim	HighQuality
línea	I-Claim	HighQuality
en	I-Claim	HighQuality
pacientes	I-Claim	HighQuality
con	I-Claim	HighQuality
cáncer	I-Claim	HighQuality
de	I-Claim	HighQuality
ovario	I-Claim	HighQuality
avanzado.	I-Claim	HighQuality

El	O	-
objetivo	O	-
de	O	-
este	O	-
estudio	O	-
fue	O	-
comparar	O	-
el	O	-
desempeño	O	-
funcional	O	-
a	O	-
2	O	-
años	O	-
y	O	-
la	O	-
calidad	O	-
de	O	-
vida	O	-
de	O	-
los	O	-
pacientes	O	-
con	O	-
carcinoma	O	-
de	O	-
células	O	-
escamosas	O	-
operables	O	-
del	O	-
esófago,	O	-
que	O	-
han	O	-
recibido	O	-
cirugía	O	-
o	O	-
quimiorradiación	O	-
definitiva	O	-
(	O	-
TRC	O	-
).	O	-

Los	O	-
resultados	O	-
funcionales	O	-
y	O	-
la	O	-
calidad	O	-
de	O	-
vida	O	-
en	O	-
pacientes	O	-
sometidos	O	-
a	O	-
esofagectomía	O	-
o	O	-
TRC	O	-
definitiva	O	-
son	O	-
inciertos.	O	-

Los	O	-
datos	O	-
fueron	O	-
extraídos	O	-
de	O	-
la	O	-
base	O	-
de	O	-
datos	O	-
de	O	-
un	O	-
ensayo	O	-
prospectivo	O	-
aleatorizado	O	-
controlado	O	-
que	O	-
incluyó	O	-
a	O	-
pacientes	O	-
con	O	-
cánceres	O	-
esofágicos	O	-
resecables	O	-
medios	O	-
o	O	-
inferiores	O	-
torácicos.	O	-

Los	O	-
pacientes	O	-
fueron	O	-
aleatorizados	O	-
a	O	-
esofagectomía	O	-
estándar	O	-
o	O	-
TRC	O	-
definitiva.	O	-

Las	O	-
evaluaciones	O	-
de	O	-
la	O	-
calidad	O	-
de	O	-
vida	O	-
se	O	-
realizaron	O	-
utilizando	O	-
los	O	-
módulos	O	-
EORTC	O	-
QLQ-C30	O	-
y	O	-
QLQ-OES24.	O	-

Otras	O	-
evaluaciones	O	-
funcionales	O	-
incluyeron	O	-
funciones	O	-
pulmonares	O	-
y	O	-
alimentarias.	O	-

Entre	O	-
julio	O	-
de	O	-
2000	O	-
y	O	-
diciembre	O	-
de	O	-
2004,	O	-
un	O	-
total	O	-
de	O	-
81	O	-
pacientes	O	-
fueron	O	-
incluidos	O	-
en	O	-
el	O	-
estudio.	O	-

No	B-Premise	HighQuality
se	I-Premise	HighQuality
detectaron	I-Premise	HighQuality
cambios	I-Premise	HighQuality
longitudinales	I-Premise	HighQuality
significativos	I-Premise	HighQuality
en	I-Premise	HighQuality
el	I-Premise	HighQuality
estado	I-Premise	HighQuality
de	I-Premise	HighQuality
salud	I-Premise	HighQuality
global	I-Premise	HighQuality
en	I-Premise	HighQuality
ambos	I-Premise	HighQuality
grupos	I-Premise	HighQuality
tras	I-Premise	HighQuality
el	I-Premise	HighQuality
seguimiento	I-Premise	HighQuality
disponible.	I-Premise	HighQuality

La	B-Premise	HighQuality
cirugía	I-Premise	HighQuality
se	I-Premise	HighQuality
asoció	I-Premise	HighQuality
con	I-Premise	HighQuality
empeoramiento	I-Premise	HighQuality
del	I-Premise	HighQuality
funcionamiento	I-Premise	HighQuality
físico	I-Premise	HighQuality
y	I-Premise	HighQuality
síntomas	I-Premise	HighQuality
de	I-Premise	HighQuality
fatiga	I-Premise	HighQuality
hasta	I-Premise	HighQuality
6	I-Premise	HighQuality
meses	I-Premise	HighQuality
después	I-Premise	HighQuality
del	I-Premise	HighQuality
tratamiento	I-Premise	HighQuality
(p	I-Premise	HighQuality
<	I-Premise	HighQuality
0,001	I-Premise	HighQuality
y	I-Premise	HighQuality
p	I-Premise	HighQuality
=	I-Premise	HighQuality
0,021,	I-Premise	HighQuality
respectivamente)	I-Premise	HighQuality
y	I-Premise	HighQuality
estas	I-Premise	HighQuality
escalas	I-Premise	HighQuality
mejoraron	I-Premise	HighQuality
a	I-Premise	HighQuality
los	I-Premise	HighQuality
2	I-Premise	HighQuality
años.	I-Premise	HighQuality

En	B-Premise	HighQuality
cuanto	I-Premise	HighQuality
a	I-Premise	HighQuality
la	I-Premise	HighQuality
función	I-Premise	HighQuality
pulmonar,	I-Premise	HighQuality
los	I-Premise	HighQuality
síntomas	I-Premise	HighQuality
dispnoicos	I-Premise	HighQuality
y	I-Premise	HighQuality
tos	I-Premise	HighQuality
empeoraron	I-Premise	HighQuality
significativamente	I-Premise	HighQuality
3	I-Premise	HighQuality
meses	I-Premise	HighQuality
después	I-Premise	HighQuality
de	I-Premise	HighQuality
la	I-Premise	HighQuality
cirugía	I-Premise	HighQuality
(	I-Premise	HighQuality
P	I-Premise	HighQuality
=	I-Premise	HighQuality
0,024	I-Premise	HighQuality
y	I-Premise	HighQuality
P	I-Premise	HighQuality
=	I-Premise	HighQuality
0,036,	I-Premise	HighQuality
respectivamente	I-Premise	HighQuality
)	I-Premise	HighQuality
mientras	I-Premise	HighQuality
que	I-Premise	HighQuality
los	I-Premise	HighQuality
síntomas	I-Premise	HighQuality
en	I-Premise	HighQuality
el	I-Premise	HighQuality
grupo	I-Premise	HighQuality
de	I-Premise	HighQuality
TRC	I-Premise	HighQuality
se	I-Premise	HighQuality
deterioraron	I-Premise	HighQuality
progresivamente	I-Premise	HighQuality
con	I-Premise	HighQuality
el	I-Premise	HighQuality
tiempo.	I-Premise	HighQuality

En	B-Premise	HighQuality
cuanto	I-Premise	HighQuality
a	I-Premise	HighQuality
la	I-Premise	HighQuality
función	I-Premise	HighQuality
alimentaria,	I-Premise	HighQuality
ambos	I-Premise	HighQuality
grupos	I-Premise	HighQuality
presentaron	I-Premise	HighQuality
mejorías	I-Premise	HighQuality
en	I-Premise	HighQuality
la	I-Premise	HighQuality
disfagia,	I-Premise	HighQuality
pero	I-Premise	HighQuality
hubo	I-Premise	HighQuality
una	I-Premise	HighQuality
necesidad	I-Premise	HighQuality
frecuente	I-Premise	HighQuality
de	I-Premise	HighQuality
intervención	I-Premise	HighQuality
endoscópica.	I-Premise	HighQuality

Ni	B-Premise	HighQuality
la	I-Premise	HighQuality
cirugía	I-Premise	HighQuality
ni	I-Premise	HighQuality
la	I-Premise	HighQuality
