3,31	O	-
mm	O	-
Hg	O	-
en	O	-
el	O	-
grupo	O	-
CPT.	O	-

Ambos	O	-
grupos	O	-
fueron	O	-
comparables	O	-
con	O	-
respecto	O	-
a	O	-
la	O	-
PIO	O	-
preoperatoria,	O	-
claridad	O	-
corneal,	O	-
diámetro	O	-
corneal,	O	-
relación	O	-
vertical	O	-
taza-disco	O	-
y	O	-
error	O	-
refractivo.	O	-

En	B-Premise	HighQuality
el	I-Premise	HighQuality
grupo	I-Premise	HighQuality
tratado	I-Premise	HighQuality
con	I-Premise	HighQuality
IMCT,	I-Premise	HighQuality
se	I-Premise	HighQuality
alcanzó	I-Premise	HighQuality
la	I-Premise	HighQuality
canulación	I-Premise	HighQuality
de	I-Premise	HighQuality
360	I-Premise	HighQuality
grados	I-Premise	HighQuality
en	I-Premise	HighQuality
el	I-Premise	HighQuality
80	I-Premise	HighQuality
%	I-Premise	HighQuality
(	I-Premise	HighQuality
16/20	I-Premise	HighQuality
)	I-Premise	HighQuality
de	I-Premise	HighQuality
los	I-Premise	HighQuality
ojos.	I-Premise	HighQuality

Para	B-Premise	HighQuality
el	I-Premise	HighQuality
grupo	I-Premise	HighQuality
IMCT	I-Premise	HighQuality
y	I-Premise	HighQuality
los	I-Premise	HighQuality
grupos	I-Premise	HighQuality
CPT,	I-Premise	HighQuality
respectivamente,	I-Premise	HighQuality
las	I-Premise	HighQuality
tasas	I-Premise	HighQuality
de	I-Premise	HighQuality
éxito	I-Premise	HighQuality
absoluto	I-Premise	HighQuality
fueron	I-Premise	HighQuality
del	I-Premise	HighQuality
80	I-Premise	HighQuality
%	I-Premise	HighQuality
(	I-Premise	HighQuality
16/20	I-Premise	HighQuality
)	I-Premise	HighQuality
y	I-Premise	HighQuality
del	I-Premise	HighQuality
60	I-Premise	HighQuality
%	I-Premise	HighQuality
(	I-Premise	HighQuality
12/20	I-Premise	HighQuality
)	I-Premise	HighQuality
(	I-Premise	HighQuality
P	I-Premise	HighQuality
<	I-Premise	HighQuality
0,001	I-Premise	HighQuality
)	I-Premise	HighQuality
y	I-Premise	HighQuality
las	I-Premise	HighQuality
tasas	I-Premise	HighQuality
de	I-Premise	HighQuality
éxito	I-Premise	HighQuality
cualificadas	I-Premise	HighQuality
fueron	I-Premise	HighQuality
del	I-Premise	HighQuality
90	I-Premise	HighQuality
%	I-Premise	HighQuality
(	I-Premise	HighQuality
18/20	I-Premise	HighQuality
)	I-Premise	HighQuality
y	I-Premise	HighQuality
del	I-Premise	HighQuality
70	I-Premise	HighQuality
%	I-Premise	HighQuality
(	I-Premise	HighQuality
14/20	I-Premise	HighQuality
)	I-Premise	HighQuality
(	I-Premise	HighQuality
P	I-Premise	HighQuality
<	I-Premise	HighQuality
0,001	I-Premise	HighQuality
).	I-Premise	HighQuality

